date,apparel_cpi,wages
2020-04-01,248.01906779661013,1005.6000000000001
2020-05-01,242.04237288135593,999.2
2020-06-01,245.05296610169492,991.2
2020-07-01,246.9830508474576,987.6000000000001
2020-08-01,247.68432203389827,992.0
2020-09-01,248.21398305084745,992.8000000000001
2020-10-01,248.21610169491524,993.6
2020-11-01,248.75211864406776,997.6000000000001
2020-12-01,249.9300847457627,1006.4
2021-01-01,252.2563559322034,1006.4
2021-02-01,250.2966101694915,1010.0
2021-03-01,251.0254237288135,1013.1999999999999
2021-04-01,253.58474576271183,1020.8000000000001
2021-05-01,255.9194915254237,1027.2
2021-06-01,257.0741525423729,1032.8
2021-07-01,257.03177966101697,1038.8
2021-08-01,257.4258474576271,1044.8
2021-09-01,256.46398305084745,1052.0
2021-10-01,259.6822033898305,1058.0
2021-11-01,261.88559322033893,1062.3999999999999
2021-12-01,264.30720338983053,1070.4
2022-01-01,265.83898305084745,1076.3999999999999
2022-02-01,266.94279661016947,1078.8
2022-03-01,267.88771186440675,1084.0
2022-04-01,267.1567796610169,1091.2
2022-05-01,268.4173728813559,1096.0
2022-06-01,269.9830508474576,1100.8
2022-07-01,269.9025423728814,1106.4
2022-08-01,269.9618644067796,1110.0
2022-09-01,270.3135593220339,1114.8
2022-10-01,270.71398305084745,1119.6
2022-11-01,271.9025423728813,1124.4
2022-12-01,272.19279661016947,1128.8
2023-01-01,274.21610169491527,1132.4
2023-02-01,275.93008474576266,1136.8
2023-03-01,276.32627118644064,1142.3999999999999
2023-04-01,276.63771186440675,1148.0
2023-05-01,277.54872881355925,1151.2
2023-06-01,277.7923728813559,1155.6000000000001
2023-07-01,278.2881355932203,1160.4
2023-08-01,277.88135593220335,1162.3999999999999
2023-09-01,276.1398305084745,1167.2
2023-10-01,278.1228813559322,1170.4
2023-11-01,275.63347457627117,1174.8000000000002
2023-12-01,275.3008474576271,1178.8
2024-01-01,274.7563559322034,1184.3999999999999
2024-02-01,276.07838983050846,1186.4
2024-03-01,277.4491525423728,1191.2
2024-04-01,280.1631355932203,1194.0000000000002
2024-05-01,279.71822033898303,1198.8
2024-06-01,279.56779661016947,1202.8
2024-07-01,278.7478813559322,1206.4
2024-08-01,278.4216101694915,1210.8
2024-09-01,280.80296610169484,1215.6000000000001
2024-10-01,279.11228813559325,1219.2
2024-11-01,279.00847457627117,1222.4
2024-12-01,278.7457627118644,1226.3999999999999
2025-01-01,276.3474576271186,1231.6
2025-02-01,277.7436440677966,1235.6
2025-03-01,278.364406779661,1240.8
2025-04-01,277.96822033898303,1243.6
2025-05-01,277.0805084745763,1248.0
2025-06-01,277.99576271186436,1252.3999999999999
2025-07-01,278.29237288135596,1255.6000000000001
2025-08-01,279.01271186440675,1259.6
2025-09-01,280.53177966101697,1262.3999999999999
2025-11-01,279.4131355932203,1271.6
2025-12-01,280.33262711864404,1273.1999999999998
2026-01-01,281.19279661016947,1277.6
2026-02-01,284.78601694915255,1281.6
2026-03-01,287.72033898305085,1284.8
2026-04-01,289.55508474576266,1289.2
2026-05-01,290.40042372881356,1292.4
2026-06-01,288.79872881355925,1294.3999999999999
2026-07-01,289.0550847457627,1296.0
